,cityID,date,time,city,country,continent,latitude,longitude,temperature,humidity,windSpeed,cloudiness
0,3372472,2018-06-12,04:04,Vila Franca do Campo,PT,Europe,37.72,-25.43,66.2,93,3.36,40
1,1267635,2018-06-12,04:04,Karwar,IN,Asia,14.8,74.13,72.3,100,2.48,92
2,2017155,2018-06-12,04:04,Saskylakh,RU,Europe,71.97,114.09,60.6,66,9.42,0
3,2409215,2018-06-12,04:04,Mattru,SL,Africa,7.62,-11.83,75.0,99,2.82,88
4,2020591,2018-06-12,04:04,Magdagachi,RU,Europe,53.45,125.8,68.25,65,3.94,64
5,964432,2018-06-12,04:04,Port Alfred,ZA,Africa,-33.59,26.89,57.45,100,7.18,0
6,4252975,2018-06-12,04:04,Barrow,US,North America,39.51,-90.4,74.82,94,8.05,40
7,2206939,2018-06-12,04:04,Bluff,NZ,Oceania,-46.6,168.33,49.35,100,24.18,48
8,1106677,2018-06-12,04:05,Bambous Virieux,MU,Africa,-20.34,57.76,69.8,88,6.93,75
9,2122090,2018-06-12,04:05,Pevek,RU,Europe,69.7,170.27,46.92,69,5.17,8
10,2126123,2018-06-12,04:05,Chokurdakh,RU,Europe,70.62,147.9,41.79,86,6.96,0
11,525426,2018-06-12,04:05,Sobolevo,RU,Europe,54.43,31.9,63.3,62,14.23,88
12,2013727,2018-06-12,04:05,Vanavara,RU,Europe,60.35,102.28,72.57,67,3.6,76
13,2191562,2018-06-12,04:05,Dunedin,NZ,Oceania,-45.87,170.5,43.41,89,10.98,68
14,4893171,2018-06-12,04:05,Freeport,US,North America,42.3,-89.62,66.72,88,4.7,90
15,2074865,2018-06-12,04:05,Carnarvon,AU,Oceania,-24.87,113.63,64.65,98,14.79,0
16,308463,2018-06-12,04:05,Kayseri,TR,Asia,38.73,35.48,57.2,71,4.7,0
17,2037485,2018-06-12,04:05,Erenhot,CN,Asia,43.65,111.97,70.77,71,7.18,24
18,2729907,2018-06-12,04:05,Longyearbyen,SJ,Europe,78.22,15.64,32.0,99,5.82,75
19,5059429,2018-06-12,04:05,Grand Forks,US,North America,47.91,-97.06,52.93,100,5.82,1
20,5855927,2018-06-12,04:05,Hilo,US,North America,19.71,-155.08,73.22,69,8.05,90
21,512255,2018-06-12,04:05,Shirokiy,RU,Europe,53.87,39.17,57.9,57,12.66,68
22,2160413,2018-06-12,04:05,Leeton,AU,Oceania,-34.55,146.4,56.55,100,13.89,56
23,2121385,2018-06-12,04:05,Severo-Kurilsk,RU,Europe,50.68,156.12,41.43,95,11.65,88
24,610298,2018-06-12,04:05,Beyneu,KZ,Asia,45.32,55.19,64.56,27,5.95,0
25,5354943,2018-06-12,04:05,Half Moon Bay,US,North America,37.46,-122.43,70.59,67,23.04,20
26,935221,2018-06-12,04:05,Saint-Paul,RE,Africa,-21.01,55.27,68.94,64,8.05,20
27,5880568,2018-06-12,04:05,Bethel,US,North America,60.79,-161.76,64.4,31,14.99,1
28,3833367,2018-06-12,04:05,Ushuaia,AR,South America,-54.81,-68.31,22.98,100,3.38,64
29,4035715,2018-06-12,04:05,Avarua,CK,Oceania,-21.21,-159.78,75.2,57,5.82,40
30,1633419,2018-06-12,04:05,Padang,ID,Asia,-0.92,100.36,83.55,100,0.81,20
31,3874787,2018-06-12,04:05,Punta Arenas,CL,South America,-53.16,-70.91,32.0,100,6.93,0
32,6170031,2018-06-12,04:05,Tuktoyaktuk,CA,North America,69.44,-133.03,33.8,80,8.05,75
33,5469841,2018-06-12,04:05,Grants,US,North America,35.15,-107.85,73.4,9,4.7,1
34,2110227,2018-06-12,04:05,Butaritari,KI,Oceania,3.07,172.79,84.18,100,6.85,44
35,1486910,2018-06-12,04:05,Komsomolskiy,RU,Europe,67.55,63.78,34.14,98,7.85,20
36,503428,2018-06-12,04:05,Konevo,RU,Europe,56.45,43.2,53.6,76,11.18,75
37,1634614,2018-06-12,04:05,Nabire,ID,Asia,-3.36,135.5,76.53,89,2.71,36
38,3625710,2018-06-12,04:05,Upata,VE,South America,8.02,-62.41,74.55,85,6.85,44
39,2122293,2018-06-12,04:05,Ozernovskiy,RU,Europe,51.5,156.52,47.28,86,8.41,56
40,2075265,2018-06-12,04:05,Busselton,AU,Oceania,-33.64,115.35,63.75,100,16.13,24
41,5009004,2018-06-12,04:05,Sault Sainte Marie,CA,North America,46.49,-84.36,58.37,48,3.36,1
42,4030556,2018-06-12,04:05,Rikitea,PF,Oceania,-23.12,-134.97,73.74,100,19.71,76
43,1260206,2018-06-12,04:05,Pasighat,IN,Asia,28.06,95.33,71.04,100,1.92,100
44,2427336,2018-06-12,04:05,Moussoro,TD,Africa,13.64,16.49,72.3,50,4.16,0
45,3366880,2018-06-12,04:05,Hermanus,ZA,Africa,-34.42,19.24,37.92,78,3.15,0
46,3448903,2018-06-12,04:05,Sao Joao da Barra,BR,South America,-21.64,-41.05,75.27,96,25.3,0
47,3024035,2018-06-12,04:05,Concarneau,FR,Europe,47.88,-3.92,57.79,87,8.05,0
48,2094342,2018-06-12,04:05,Kavieng,PG,Oceania,-2.57,150.8,82.74,100,3.15,48
49,546105,2018-06-12,04:05,Nikolskoye,RU,Europe,59.7,30.79,60.8,82,13.42,0
50,2137773,2018-06-12,04:05,Vao,NC,Oceania,-22.67,167.48,72.12,100,7.52,0
51,554830,2018-06-12,04:05,Izhma,RU,Europe,65.01,53.91,46.65,68,3.6,0
52,964420,2018-06-12,04:05,Port Elizabeth,ZA,Africa,-33.92,25.57,48.2,93,2.24,0
53,2126199,2018-06-12,04:05,Cherskiy,RU,Europe,68.75,161.3,59.16,56,6.62,0
54,2015306,2018-06-12,04:05,Tiksi,RU,Europe,71.64,128.87,50.34,73,7.96,0
55,2123814,2018-06-12,04:05,Leningradskiy,RU,Europe,69.38,178.42,39.45,77,4.27,0
56,1015776,2018-06-12,04:05,Bredasdorp,ZA,Africa,-34.53,20.04,48.2,87,5.82,0
57,3440777,2018-06-12,04:05,Rocha,UY,South America,-34.48,-54.34,53.94,98,8.41,68
58,286245,2018-06-12,04:05,Sur,OM,Asia,22.57,59.53,91.56,74,10.42,0
59,4032243,2018-06-12,04:05,Vaini,TO,Oceania,-21.2,-175.2,82.4,74,6.93,40
60,4267710,2018-06-12,04:05,Sitka,US,North America,37.17,-99.65,86.25,41,5.84,0
61,6541069,2018-06-12,04:05,Tolentino,IT,Europe,43.21,13.28,71.6,73,5.82,0
62,3471451,2018-06-12,04:05,Arraial do Cabo,BR,South America,-22.97,-42.02,73.29,89,20.04,24
63,3356832,2018-06-12,04:05,Henties Bay,NA,Africa,-22.12,14.28,62.4,71,13.44,0
64,2126682,2018-06-12,04:05,Bilibino,RU,Europe,68.06,166.44,70.86,24,3.15,0
65,1179758,2018-06-12,04:05,Diplo,PK,Asia,24.47,69.59,86.34,74,17.13,44
66,2264557,2018-06-12,04:05,Ponta do Sol,PT,Europe,32.67,-17.1,68.0,72,9.17,75
67,1067565,2018-06-12,04:05,Beloha,MG,Africa,-25.17,45.06,63.75,87,9.75,8
68,2064735,2018-06-12,04:05,Nhulunbuy,AU,Oceania,-12.18,136.78,82.4,65,12.75,40
69,2012735,2018-06-12,04:05,Zaigrayevo,RU,Europe,51.83,108.27,73.4,46,4.47,20
70,2108502,2018-06-12,04:05,Honiara,SB,Oceania,-9.43,159.96,86.0,70,5.82,20
71,6167817,2018-06-12,04:05,Torbay,CA,North America,47.66,-52.73,35.6,95,6.93,75
72,5069802,2018-06-12,04:05,Hastings,US,North America,40.59,-98.39,67.51,83,6.93,1
73,934322,2018-06-12,04:05,Mahebourg,MU,Africa,-20.41,57.7,69.8,88,6.93,75
74,5367788,2018-06-12,04:05,Lompoc,US,North America,34.64,-120.46,56.14,100,8.05,90
75,2077963,2018-06-12,04:05,Albany,AU,Oceania,-35.02,117.88,61.95,67,15.46,0
76,5969025,2018-06-12,04:05,Haines Junction,CA,North America,60.75,-137.51,45.66,47,5.95,0
77,553725,2018-06-12,04:05,Kamenka,RU,Europe,53.19,44.05,54.57,54,9.98,48
78,3354077,2018-06-12,04:05,Opuwo,NA,Africa,-18.06,13.84,39.72,57,3.38,0
79,3393922,2018-06-12,04:05,Nisia Floresta,BR,South America,-6.09,-35.21,73.4,83,8.05,20
80,3421193,2018-06-12,04:05,Paamiut,GL,North America,61.99,-49.67,34.95,100,2.59,80
81,3374083,2018-06-12,04:05,Bathsheba,BB,North America,13.22,-59.52,78.8,83,17.22,40
82,3580661,2018-06-12,04:05,George Town,KY,North America,19.29,-81.37,82.4,83,6.93,20
83,6185377,2018-06-12,04:05,Yellowknife,CA,North America,62.45,-114.38,46.4,93,16.11,90
84,2036033,2018-06-12,04:05,Liuhe,CN,Asia,42.28,125.73,68.07,73,3.15,36
85,1785961,2018-06-12,04:05,Heihe,CN,Asia,33.22,106.45,75.72,59,2.93,80
86,3577933,2018-06-12,04:05,Chateaubelair,VC,North America,13.28,-61.25,82.4,74,23.04,20
87,3424607,2018-06-12,04:05,Tasiilaq,GL,North America,65.61,-37.64,37.4,59,11.41,92
88,1737486,2018-06-12,04:05,Bintulu,MY,Asia,3.17,113.03,87.8,74,4.7,75
89,2395182,2018-06-12,04:05,Bembereke,BJ,Africa,10.23,2.66,77.7,78,7.63,36
90,2092164,2018-06-12,04:05,Lorengau,PG,Oceania,-2.02,147.27,84.45,100,7.85,24
91,4021858,2018-06-12,04:05,Guerrero Negro,MX,North America,27.97,-114.04,68.52,64,11.32,20
92,935215,2018-06-12,04:05,Saint-Philippe,RE,Africa,-21.36,55.77,68.86,43,9.17,0
93,4020109,2018-06-12,04:05,Atuona,PF,Oceania,-9.8,-139.03,79.77,100,8.63,20
94,3948613,2018-06-12,04:05,Acari,PE,South America,-15.44,-74.62,47.91,83,2.04,0
95,1507390,2018-06-12,04:05,Dikson,RU,Europe,73.51,80.55,34.32,90,8.3,0
96,89113,2018-06-12,04:05,Ajdabiya,LY,Africa,30.75,20.22,67.62,66,5.73,36
97,3361934,2018-06-12,04:05,Saldanha,ZA,Africa,-33.01,17.94,46.4,87,1.12,0
98,3369157,2018-06-12,04:05,Cape Town,ZA,Africa,-33.93,18.42,51.8,71,9.17,0
99,6182212,2018-06-12,04:05,Williams Lake,CA,North America,52.13,-122.14,55.4,30,13.87,75
100,3652764,2018-06-12,04:05,Puerto Ayora,EC,South America,-0.74,-90.35,71.85,100,14.23,8
101,3463237,2018-06-12,04:05,Florianopolis,BR,South America,-27.6,-48.55,71.6,83,3.36,75
102,1065158,2018-06-12,04:05,Farafangana,MG,Africa,-22.82,47.83,72.66,100,8.08,92
103,463655,2018-06-12,04:05,Zenzeli,RU,Europe,45.92,47.05,61.5,46,10.76,0
104,3147822,2018-06-12,04:05,Gravdal,NO,Europe,59.79,5.78,50.0,87,11.41,75
105,3372707,2018-06-12,04:05,Ribeira Grande,PT,Europe,38.52,-28.7,69.42,97,6.62,24
106,3374210,2018-06-12,04:05,Sao Filipe,CV,Africa,14.9,-24.5,71.13,100,15.79,0
107,3355672,2018-06-12,04:05,Luderitz,NA,Africa,-26.65,15.16,57.72,58,6.4,0
